ID,Common name,Stability,Activated formula unit_x,Metal,Nmetal,M_AtomicRadii,M_Electronegativity,M_Valency,M_Affinity,M_Ionization,Activated formula unit_y,Linker,NLinker,L_acid-pKa,L_afpBr1_C3_C3,L_afpC2_C2_C2,L_afpC2_C2_C3,L_afpC2_C3_C3,L_afpC2_C3_N2,L_afpC3_C3_C3,L_afpC3_C3_C4,L_afpC3_C3_Cl1,L_afpC3_C3_F1,L_afpC3_C3_H1,L_afpC3_C3_N2,L_afpC3_C3_N3,L_afpC3_C3_O1,L_afpC3_C3_O2,L_afpC3_C3_P4,L_afpC3_C3_S2,L_afpC3_C4_C3,L_afpC3_C4_C4,L_afpC3_C4_F1,L_afpC3_C4_H1,L_afpC3_C4_N2,L_afpC3_C4_N3,L_afpC3_C4_O2,L_afpC3_C4_P4,L_afpC3_N2_C3,L_afpC3_N2_C4,L_afpC3_N2_N2,L_afpC3_N2_N3,L_afpC3_N3_C3,L_afpC3_N3_C4,L_afpC3_N3_H1,L_afpC3_N3_N2,L_afpC3_N3_N3,L_afpC3_N3_O1,L_afpC3_N3_O2,L_afpC3_O2_C3,L_afpC3_O2_C4,L_afpC3_O2_H1,L_afpC3_P4_O1,L_afpC3_P4_O2,L_afpC3_S2_C3,L_afpC3_S2_H1,L_afpC4_C3_C4,L_afpC4_C3_H1,L_afpC4_C3_N2,L_afpC4_C3_N3,L_afpC4_C3_O1,L_afpC4_C3_O2,L_afpC4_C4_C4,L_afpC4_C4_F1,L_afpC4_C4_H1,L_afpC4_C4_N2,L_afpC4_C4_N3,L_afpC4_C4_O2,L_afpC4_N2_C4,L_afpC4_N2_N2,L_afpC4_N3_C4,L_afpC4_N3_H1,L_afpC4_O2_C4,L_afpC4_O2_H1,L_afpC4_O2_P4,L_afpC4_P4_H1,L_afpC4_P4_O1,L_afpC4_P4_O2,L_afpF1_C4_F1,L_afpF1_C4_O2,L_afpF1_Si4_F1,L_afpH1_C3_N2,L_afpH1_C3_N3,L_afpH1_C3_O1,L_afpH1_C3_O2,L_afpH1_C4_H1,L_afpH1_C4_N2,L_afpH1_C4_N3,L_afpH1_C4_O2,L_afpH1_C4_P4,L_afpH1_N3_H1,L_afpH1_N3_N2,L_afpH1_N3_N3,L_afpH1_O2_N3,L_afpH1_O2_P3,L_afpH1_O2_P4,L_afpH1_P4_O1,L_afpH1_P4_O2,L_afpN2_C3_N2,L_afpN2_C3_N3,L_afpN2_C4_N2,L_afpN2_N2_N3,L_afpN2_N3_N2,L_afpN3_C3_O1,L_afpN3_O2_P4,L_afpO1_C3_O1,L_afpO1_C3_O2,L_afpO1_N3_O2,L_afpO1_P3_O2,L_afpO1_P4_O2,L_afpO2_P3_O2,L_afpO2_P4_O2,L_afpP4_C4_P4,L_efpfam_acrylate,L_efpfam_ketone,L_efpfam_polyamides,L_efpfam_polyanhydrides,L_efpfam_single,L_efpnorm_mol_wt,L_efpnumatoms_none_H,L_efpring,L_mfpChi0n,L_mfpChi0v,L_mfpChi1n,L_mfpChi1v,L_mfpChi2n,L_mfpChi2v,L_mfpHallKierAlpha,L_mfpMQNs13,L_mfpMQNs14,L_mfpMQNs15,L_mfpMQNs16,L_mfpMQNs17,L_mfpMQNs19,L_mfpMQNs20,L_mfpMQNs21,L_mfpMQNs24,L_mfpMQNs25,L_mfpMQNs26,L_mfpMQNs27,L_mfpMQNs28,L_mfpMQNs29,L_mfpMQNs30,L_mfpMQNs31,L_mfpMQNs32,L_mfpMQNs35,L_mfpMQNs36,L_mfpMQNs40,L_mfpMQNs41,L_mfpMQNs42,L_mfpNumAliphaticRings,L_mfpNumAromaticRings,L_mfptpsa,L_linkermetalratio,L_no,L_noh,L_nh2o
90,CUK-1(314),2,"Co3(2,4-PDC)2(Ã«_-OH)2",['Co'],['3'],1.35,1.88,2,0.66226,7.881,"Co3(2,4-PDC)2(Ã«_-OH)2","['PDC', 'OH']","[2.0, 2.0]",0.87,0,0,0,0,0,0.352941176,0,0,0,0.294117647,0.176470588,0,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,1,0,0,0,0,0.819215686,0.705882353,0.5,0.622365103,0.328247456,0.298835692,0.162571187,0.104242856,0.104242856,0.112352941,0.529411765,0.117647059,0,0.176470588,0.176470588,0.117647059,0.529411765,0.294117647,0,0,0.117647059,0.117647059,0.117647059,0,0.058823529,0.294117647,0,0,0.058823529,0,0,0,0,0.058823529,1.286617647,0.666666667,0,0.666666667,0
91,DUT-67(Hf)(56),2,Hf6O6(OH)2(TDC)4,['Hf'],['6'],1.55,1.3,4,0.17,6.8251,Hf6O6(OH)2(TDC)4,"['TDC', 'O', 'OH']","[4.0, 6.0, 2.0]",2.97,0,0,0,0,0,0.266666667,0,0,0,0.266666667,0,0,0.133333333,0.133333333,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,1,0,0,0,0,0.95645,0.733333333,0.454545455,0.60274943,0.390515869,0.286082763,0.219416097,0.105681688,0.17372307,0.090666667,0.533333333,0.133333333,0,0.2,0.133333333,0.133333333,0.533333333,0.266666667,0,0,0.133333333,0.133333333,0.133333333,0,0.066666667,0.266666667,0,0.066666667,0,0,0,0,0,0.066666667,1.243333333,0.666666667,1,0.333333333,0
92,DUT-68(Hf)(56),2,Hf6O6(OH)2(TDC)4.5,['Hf'],['6'],1.55,1.3,4,0.17,6.8251,Hf6O6(OH)2(TDC)4.5,"['TDC', 'O', 'OH']","[4.5, 6.0, 2.0]",2.97,0,0,0,0,0,0.266666667,0,0,0,0.266666667,0,0,0.133333333,0.133333333,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,1,0,0,0,0,0.95645,0.733333333,0.454545455,0.60274943,0.390515869,0.286082763,0.219416097,0.105681688,0.17372307,0.090666667,0.533333333,0.133333333,0,0.2,0.133333333,0.133333333,0.533333333,0.266666667,0,0,0.133333333,0.133333333,0.133333333,0,0.066666667,0.266666667,0,0.066666667,0,0,0,0,0,0.066666667,1.243333333,0.666666667,1,0.333333333,0
93,DUT-68(Zr)(56),2,Zr6O6(OH)2(TDC)4.5,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O6(OH)2(TDC)4.5,"['TDC', 'O', 'OH']","[4.5, 6.0, 2.0]",2.97,0,0,0,0,0,0.266666667,0,0,0,0.266666667,0,0,0.133333333,0.133333333,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,1,0,0,0,0,0.95645,0.733333333,0.454545455,0.60274943,0.390515869,0.286082763,0.219416097,0.105681688,0.17372307,0.090666667,0.533333333,0.133333333,0,0.2,0.133333333,0.133333333,0.533333333,0.266666667,0,0,0.133333333,0.133333333,0.133333333,0,0.066666667,0.266666667,0,0.066666667,0,0,0,0,0,0.066666667,1.243333333,0.666666667,1,0.333333333,0
94,DUT-69(Zr)(56),2,Zr6O4(OH)4(TDC)5,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O4(OH)4(TDC)5,"['TDC', 'O', 'OH']","[5.0, 4.0, 4.0]",2.97,0,0,0,0,0,0.266666667,0,0,0,0.266666667,0,0,0.133333333,0.133333333,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,1,0,0,0,0,0.95645,0.733333333,0.454545455,0.60274943,0.390515869,0.286082763,0.219416097,0.105681688,0.17372307,0.090666667,0.533333333,0.133333333,0,0.2,0.133333333,0.133333333,0.533333333,0.266666667,0,0,0.133333333,0.133333333,0.133333333,0,0.066666667,0.266666667,0,0.066666667,0,0,0,0,0,0.066666667,1.243333333,0.833333333,0.666666667,0.666666667,0
95,MIL-140 A(101),2,ZrO(BDC),['Zr'],['1'],1.55,1.33,4,0.4333,6.6339,ZrO(BDC),"['BDC', 'O']","[1.0, 1.0]",3.32,0,0,0,0,0,0.555555556,0,0,0,0.444444444,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0.76912963,0.666666667,0.5,0.646277398,0.312944065,0.312944065,0.156472032,0.101384164,0.101384164,0.102222222,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.111111111,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,1,1,0,0
96,MIL-140 B(101),2,"ZrO(2,6-NDC)",['Zr'],['1'],1.55,1.33,4,0.4333,6.6339,"ZrO(2,6-NDC)","['NDC', 'O']","[1.0, 1.0]",3.69,0,0,0,0,0,0.75,0,0,0,0.5,0,0,0.083333333,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,1,0,0,0,0,0.750666667,0.666666667,0.625,0.651374715,0.318041382,0.328458048,0.169437358,0.11770479,0.11770479,0.098333333,0.5,0.083333333,0,0.25,0.208333333,0.083333333,0.333333333,0.166666667,0,0,0.083333333,0.083333333,0.083333333,0,0,0.416666667,0,0,0.083333333,0,0.083333333,0.041666667,0,0.083333333,0.777083333,1,1,0,0
97,MIL-140 C(101),2,ZrO(BPDC),['Zr'],['1'],1.55,1.33,4,0.4333,6.6339,ZrO(BPDC),"['BPDC', 'O']","[1.0, 1.0]",3.76,0,0,0,0,0,0.714285714,0,0,0,0.571428571,0,0,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,1,0,0,0,0,0.720922619,0.642857143,0.666666667,0.665464041,0.308321184,0.335106899,0.163089164,0.109818391,0.109818391,0.093571429,0.535714286,0.071428571,0,0.214285714,0.214285714,0.107142857,0.285714286,0.142857143,0,0,0.071428571,0.071428571,0.071428571,0,0,0.428571429,0,0,0.071428571,0,0,0,0,0.071428571,0.666071429,1,1,0,0
98,MIL-140 D(101),2,ZrO(ABDC-Cl2),['Zr'],['1'],1.55,1.33,4,0.4333,6.6339,ZrO(ABDC-Cl2),"['ABDC', 'O']","[1.0, 1.0]",3.65,0,0,0,0,0,0.533333333,0,0,0,0.533333333,0.133333333,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,1,0,0,0,0,0.750677778,0.666666667,0.6,0.650914012,0.317580678,0.326006892,0.165457006,0.107404285,0.107404285,0.100666667,0.533333333,0.1,0,0.2,0.2,0.133333333,0.333333333,0.2,0,0,0.066666667,0.133333333,0.066666667,0,0,0.4,0,0,0.066666667,0,0,0,0,0.066666667,0.827666667,1,1,0,0
99,MOFF-2(84),2,Cu(L11)(DABCO)0.5,['Cu'],['1'],1.35,1.9,2,1.23578,7.7264,Cu(L11)(DABCO)0.5,"['L11', 'DABCO']","[1.0, 0.5]",4.266666667,0,0,0,0,0,0.476190476,0,0,0.380952381,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0.921970635,0.752380952,0.641025641,0.590066857,0.342447809,0.2990238,0.179583405,0.131569557,0.131569557,0.077047619,0.557142857,0.047619048,0,0.292857143,0.142857143,0.071428571,0.223809524,0.128571429,0,0,0.238095238,0.047619048,0.047619048,0,0,0.319047619,0.1,0,0.097619048,0,0.133333333,0.15,0.05,0.047619048,0.471047619,1,0,0,0
100,MOOFOUR-1-Ni(315),2,Ni-(BPE)2(MoO4),['Ni'],['1'],1.35,1.91,2,1.15716,7.6398,Ni-(BPE)2(MoO4),"['BPE', 'O']","[2.0, 4.0]",5.98,0,0,0,0,0,0.230769231,0.153846154,0,0,0.461538462,0.153846154,0,0,0,0,0,0,0.076923077,0,0.153846154,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590519231,0.538461538,0.857142857,0.726708738,0.265170277,0.370939507,0.140170277,0.083493092,0.083493092,0.065384615,0.576923077,0,0,0.230769231,0.230769231,0.115384615,0.076923077,0.076923077,0,0,0,0,0,0.076923077,0.076923077,0.384615385,0,0,0.076923077,0,0,0,0,0.076923077,0.247884615,2,4,0,0
101,N/A(316),2,Zn6(IDC)4(OH)2(HPRZ)2,['Zn'],['6'],1.35,1.65,2,-0.62,9.3942,Zn6(IDC)4(OH)2(HPRZ)2,"['PRZ', 'IDC', 'OH']","[2.0, 4.0, 2.0]",5.553333333,0,0,0,0,0,0.088888889,0,0,0,0,0.088888889,0.088888889,0.088888889,0.088888889,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0.044444444,0,0.088888889,0,0,0,0,0,0,0.088888889,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.083333333,0,0,0,0.041666667,0.083333333,0,0,0,0,0,0,0,0,0,0.044444444,0.044444444,0,0,0.083333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0.088888889,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0.727682176,0.613888889,0.636363636,0.669852582,0.283741471,0.318779308,0.138424956,0.084896996,0.084896996,0.083888889,0.563888889,0.088888889,0,0.258333333,0.088888889,0.088888889,0.486111111,0.308333333,0,0,0.088888889,0.088888889,0.088888889,0,0.044444444,0.219444444,0.083333333,0.044444444,0.020833333,0,0,0,0.020833333,0.044444444,1.272868056,1,0,0.333333333,0
102,N/A(317),2,"Cd(2,6-NDC)0.5(PCA)",['Cd'],['1'],1.55,1.69,2,-0.725,8.9938,"Cd(2,6-NDC)0.5(PCA)","['NDC', 'PCA']","[0.5, 1.0]",3.716666667,0,0,0,0,0,0.488095238,0,0,0,0.452380952,0.095238095,0,0.075396825,0.075396825,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.075396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075396825,0,0,0,0,0,0,1,0,0,0,0,0.738757937,0.650793651,0.652777778,0.658253961,0.309047612,0.324424596,0.156739209,0.0986572,0.0986572,0.098492063,0.5,0.075396825,0,0.226190476,0.212301587,0.075396825,0.349206349,0.198412698,0,0,0.075396825,0.075396825,0.075396825,0,0.047619048,0.376984127,0,0,0.075396825,0,0.027777778,0.013888889,0,0.075396825,0.856527778,1,0,0,0
103,N/A(309),2,"Zn2(2,6-NDC)2(2,2ÂÃ_-dimethyl-BPY)",['Zn'],['2'],1.35,1.65,2,-0.62,9.3942,"Zn2(2,6-NDC)2(2,2ÂÃ_-dimethyl-BPY)","['NDC', 'BPY22CH3']","[2.0, 1.0]",4.446666667,0,0,0,0,0,0.628205128,0.025641026,0,0,0.461538462,0.051282051,0,0.055555556,0.055555556,0,0,0,0,0,0.076923077,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0.666666667,0,0,0,0,0.697284188,0.623931624,0.702380952,0.676486056,0.30041768,0.342618535,0.159681664,0.109167644,0.109167644,0.087350427,0.525641026,0.055555556,0,0.243589744,0.215811966,0.094017094,0.247863248,0.136752137,0,0,0.055555556,0.055555556,0.055555556,0.025641026,0.025641026,0.405982906,0,0,0.081196581,0,0.055555556,0.027777778,0,0.081196581,0.600683761,1.5,0,0,0
104,N/A(83),2,Cd(L1)(Cl)(H2O),['Cd'],['1'],1.55,1.69,2,-0.725,8.9938,Cd(L1)(Cl)(H2O),"['L1', 'Cl', 'H2O']","[1.0, 1.0, 1.0]",-2.63,0,0,0,0,0,0.044117647,0.029411765,0,0,0.088235294,0.029411765,0,0,0,0,0,0,0.014705882,0,0.044117647,0,0.029411765,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0.014705882,0.014705882,0.058823529,0,0.205882353,0,0.014705882,0,0,0,0.014705882,0.029411765,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0.117647059,0,0.044117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0.5,0,0,0,0.5,1.032015931,0.485294118,0.1875,0.722592938,0.396869293,0.280640197,0.055921698,0.034118842,0.034118842,0.093382353,0.647058824,0.014705882,0,0.044117647,0.044117647,0.117647059,0.088235294,0.058823529,0,0,0.264705882,0.014705882,0.029411765,0.088235294,0.014705882,0.073529412,0,0,0.014705882,0,0,0,0,0.014705882,0.22875,2,0,0,1
105,N/A(83),2,Cd(L2)(Cl)(H2O),['Cd'],['1'],1.55,1.69,2,-0.725,8.9938,Cd(L2)(Cl)(H2O),"['L2', 'Cl', 'H2O']","[1.0, 1.0, 1.0]",-2.855,0,0,0,0,0,0.057692308,0.038461538,0,0,0.115384615,0.038461538,0,0,0,0,0,0,0.019230769,0,0.057692308,0,0.038461538,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.019230769,0.019230769,0,0,0.057692308,0,0.019230769,0.019230769,0,0,0.019230769,0.038461538,0,0.019230769,0,0,0,0,0,0,0,0.038461538,0,0,0,0.038461538,0,0.057692308,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0.5,0,0,0,0.5,1.074036859,0.519230769,0.214285714,0.702552119,0.410765125,0.267962461,0.062630762,0.036964295,0.036964295,0.100576923,0.615384615,0.019230769,0,0.057692308,0.057692308,0.115384615,0.153846154,0.096153846,0,0,0.269230769,0.038461538,0.038461538,0.057692308,0.019230769,0.096153846,0,0,0.019230769,0,0,0,0,0.019230769,0.396394231,2,0,0,1
106,N/A(83),2,Cd2(L2)2(Br)2(H2O)3,['Cd'],['1'],1.55,1.69,2,-0.725,8.9938,Cd2(L2)2(Br)2(H2O)3,"['L2', 'Br', 'H2O']","[2.0, 2.0, 3.0]",-3.355,0,0,0,0,0,0.057692308,0.038461538,0,0,0.115384615,0.038461538,0,0,0,0,0,0,0.019230769,0,0.057692308,0,0.038461538,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.019230769,0.019230769,0,0,0.057692308,0,0.019230769,0.019230769,0,0,0.019230769,0.038461538,0,0.019230769,0,0,0,0,0,0,0,0.038461538,0,0,0,0.038461538,0,0.057692308,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0.5,0,0,0,0.5,2.000099359,0.519230769,0.214285714,0.702552119,0.618282023,0.267962461,0.062630762,0.036964295,0.036964295,0.148076923,0.615384615,0.019230769,0,0.057692308,0.057692308,0.115384615,0.153846154,0.096153846,0,0,0.269230769,0.038461538,0.038461538,0.057692308,0.019230769,0.096153846,0,0,0.019230769,0,0,0,0,0.019230769,0.396394231,4,0,0,3
107,N/A(83),2,Cd(L3)(Cl)(H2O)2,['Cd'],['1'],1.55,1.69,2,-0.725,8.9938,Cd(L3)(Cl)(H2O)2,"['L3', 'Cl', 'H2O']","[1.0, 1.0, 2.0]",-2.8,0,0,0,0,0,0.051724138,0.034482759,0,0,0.103448276,0.034482759,0,0,0,0,0,0,0.017241379,0,0.051724138,0,0.034482759,0,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0,0,0.017241379,0.017241379,0.017241379,0,0.103448276,0,0.017241379,0.034482759,0,0,0.017241379,0.034482759,0,0.017241379,0,0,0,0,0,0,0,0.034482759,0,0,0,0.068965517,0,0.051724138,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0.5,0,0,0,0.5,1.061663075,0.50862069,0.2,0.708614775,0.406217701,0.271568873,0.060462063,0.037055266,0.037055266,0.097672414,0.629310345,0.017241379,0,0.051724138,0.051724138,0.120689655,0.137931034,0.086206897,0,0,0.267241379,0.034482759,0.034482759,0.068965517,0.017241379,0.086206897,0,0,0.017241379,0,0,0,0,0.017241379,0.355387931,2,0,0,2
108,N/A(81),2,Zn2L4,['Zn'],['2'],1.35,1.65,2,-0.62,9.3942,Zn2L4,['L4'],[1.0],2.95,0,0,0,0,0,0.4375,0,0,0,0.25,0.25,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0.865166667,0.75,0.5,0.598762922,0.348762922,0.294075422,0.180544386,0.125558247,0.125558247,0.119375,0.53125,0.125,0,0.1875,0.1875,0.15625,0.5625,0.3125,0,0,0.125,0.125,0.125,0,0.0625,0.3125,0,0,0.0625,0,0,0,0,0.0625,1.36703125,0.5,0,0,0
109,N/A(318),2,Ni(HPTZ)2,['Ni'],['1'],1.35,1.91,2,1.15716,7.6398,Ni(HPTZ)2,['HPTZ'],[2.0],1.69,0,0,0,0,0,0.260869565,0,0,0,0.434782609,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0.043478261,0,0,0,0,0,0.086956522,0,0,0,0.043478261,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0.086956522,0,0,0,0,0.043478261,0,0,0,0,0.086956522,0,0.043478261,0,0,0,0,0,0,0.81573913,0.652173913,0.733333333,0.652765185,0.343827237,0.324199088,0.221347367,0.097700092,0.167502225,0.07173913,0.52173913,0.043478261,0,0.260869565,0.217391304,0.173913043,0.391304348,0.260869565,0,0,0.043478261,0.086956522,0,0.043478261,0.086956522,0.391304348,0,0.043478261,0.043478261,0,0,0,0,0.086956522,0.839565217,2,0,0,0
110,N/A(319),2,Zn4O(BFBPDC)3(BPY)0.5(H2O),['Zn'],['4'],1.35,1.65,2,-0.62,9.3942,Zn4O(BFBPDC)3(BPY)0.5(H2O),"['BFBPDC', 'BPY', 'O', 'H2O']","[3.0, 0.5, 1.0, 1.0]",3.852857143,0,0,0,0,0,0.575630252,0.100840336,0,0,0.388235294,0.028571429,0,0.050420168,0.050420168,0,0,0,0,0.151260504,0,0,0,0,0,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0.050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151260504,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050420168,0,0,0,0,0,0,0.857142857,0,0,0,0,0.887557283,0.741176471,0.538461538,0.600946245,0.342122715,0.303558175,0.178772547,0.128941148,0.128941148,0.088781513,0.593697479,0.050420168,0,0.194117647,0.194117647,0.082773109,0.215966387,0.11512605,0,0,0.201680672,0.050420168,0.050420168,0.050420168,0.014285714,0.37394958,0,0,0.064705882,0,0,0,0,0.064705882,0.516203782,0.75,0.25,0,0.25
111,N/A(79),2,Ni(L13)2,['Ni'],['1'],1.35,1.91,2,1.15716,7.6398,Ni(L13)2,['L13'],[2.0],3.71,0,0,0,0,0,0.666666667,0,0,0,0.545454545,0.121212121,0,0.03030303,0.03030303,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,1,0,0,0,0,0.697714646,0.636363636,0.857142857,0.673058296,0.309421932,0.34730072,0.168262893,0.112372057,0.112372057,0.091212121,0.484848485,0.03030303,0,0.272727273,0.272727273,0.090909091,0.181818182,0.121212121,0,0,0.03030303,0.03030303,0.03030303,0,0.060606061,0.484848485,0,0,0.090909091,0,0,0,0,0.090909091,0.477878788,2,0,0,0
